# t      x1       y1       x2       y2       x3       y3      
58.984   0.854    -0.141   0.204    0.278    -1.058   -0.138  


59.008   0.871    -0.131   0.185    0.257    -1.056   -0.126  


59.031   0.888    -0.120   0.166    0.234    -1.053   -0.114  


59.056   0.904    -0.108   0.146    0.210    -1.050   -0.101  


59.081   0.920    -0.096   0.127    0.184    -1.046   -0.088  


59.108   0.935    -0.083   0.107    0.157    -1.042   -0.075  


59.135   0.950    -0.068   0.087    0.129    -1.036   -0.060  


59.165   0.964    -0.053   0.065    0.098    -1.030   -0.045  


59.196   0.979    -0.037   0.043    0.065    -1.022   -0.028  


59.231   0.993    -0.019   0.019    0.029    -1.011   -0.010  


59.268   1.006    0.001    -0.007   -0.011   -0.999   0.010   


59.309   1.019    0.023    -0.036   -0.054   -0.983   0.031   


59.351   1.030    0.045    -0.066   -0.099   -0.964   0.054   


59.388   1.038    0.065    -0.092   -0.137   -0.946   0.073   


59.421   1.044    0.081    -0.117   -0.171   -0.928   0.089   


59.451   1.049    0.097    -0.139   -0.201   -0.909   0.104   


59.480   1.053    0.112    -0.162   -0.230   -0.890   0.118   


59.508   1.056    0.126    -0.185   -0.257   -0.871   0.131   


59.535   1.058    0.139    -0.207   -0.282   -0.851   0.142   


59.560   1.059    0.152    -0.229   -0.305   -0.831   0.153   


59.585   1.060    0.164    -0.250   -0.327   -0.810   0.163   


59.609   1.061    0.176    -0.272   -0.347   -0.789   0.171   


59.633   1.061    0.187    -0.293   -0.366   -0.768   0.179   


59.655   1.061    0.198    -0.314   -0.383   -0.747   0.185   


59.675   1.060    0.208    -0.333   -0.398   -0.727   0.191   


59.696   1.060    0.217    -0.353   -0.412   -0.707   0.195   


59.714   1.059    0.226    -0.371   -0.424   -0.688   0.199   


59.732   1.057    0.234    -0.388   -0.435   -0.669   0.202   


59.749   1.056    0.242    -0.405   -0.446   -0.651   0.204   


59.766   1.054    0.249    -0.422   -0.455   -0.632   0.205   


59.782   1.053    0.257    -0.438   -0.463   -0.614   0.206   


59.797   1.051    0.264    -0.454   -0.471   -0.597   0.207   


59.813   1.049    0.271    -0.470   -0.478   -0.580   0.207   


59.828   1.047    0.278    -0.485   -0.484   -0.562   0.206   


59.843   1.045    0.284    -0.500   -0.490   -0.545   0.205   


59.858   1.042    0.291    -0.516   -0.495   -0.527   0.204   


59.874   1.040    0.298    -0.531   -0.500   -0.509   0.202   


59.890   1.037    0.305    -0.547   -0.504   -0.490   0.199   


59.906   1.034    0.312    -0.563   -0.508   -0.471   0.196   


59.923   1.031    0.319    -0.580   -0.512   -0.451   0.193   


59.940   1.027    0.327    -0.597   -0.515   -0.430   0.188   


59.958   1.023    0.334    -0.613   -0.517   -0.410   0.183   


59.976   1.019    0.342    -0.630   -0.519   -0.388   0.178   


59.994   1.014    0.349    -0.648   -0.520   -0.366   0.171   


60.013   1.009    0.357    -0.665   -0.521   -0.344   0.164   


60.033   1.003    0.365    -0.683   -0.521   -0.321   0.156   


60.054   0.997    0.374    -0.701   -0.521   -0.296   0.147   


60.077   0.990    0.383    -0.720   -0.519   -0.270   0.136   


60.101   0.982    0.393    -0.740   -0.517   -0.242   0.124   


60.128   0.972    0.403    -0.761   -0.514   -0.211   0.111   


60.155   0.962    0.413    -0.782   -0.509   -0.180   0.096   


60.184   0.950    0.424    -0.803   -0.504   -0.147   0.079   


60.214   0.937    0.435    -0.823   -0.497   -0.114   0.062   


60.246   0.922    0.446    -0.844   -0.489   -0.078   0.043   


60.279   0.906    0.457    -0.865   -0.480   -0.041   0.023   


60.315   0.886    0.469    -0.885   -0.469   -0.001   0.001   


60.354   0.864    0.480    -0.906   -0.457   0.042    -0.023  


60.393   0.839    0.491    -0.926   -0.444   0.086    -0.047  


60.431   0.815    0.500    -0.943   -0.430   0.128    -0.070  


60.465   0.790    0.507    -0.957   -0.418   0.167    -0.089  


60.499   0.765    0.513    -0.970   -0.405   0.205    -0.108  


60.531   0.740    0.517    -0.982   -0.393   0.242    -0.124  


60.561   0.715    0.520    -0.992   -0.381   0.277    -0.139  


60.588   0.692    0.521    -1.000   -0.370   0.308    -0.151  


60.611   0.671    0.521    -1.007   -0.360   0.336    -0.161  


60.633   0.652    0.521    -1.013   -0.351   0.361    -0.170  


60.655   0.632    0.519    -1.018   -0.342   0.387    -0.177  


60.675   0.612    0.517    -1.023   -0.334   0.411    -0.184  


60.695   0.593    0.514    -1.028   -0.325   0.434    -0.189  


60.714   0.575    0.511    -1.032   -0.317   0.457    -0.194  


60.732   0.557    0.507    -1.035   -0.309   0.478    -0.198  


60.750   0.539    0.502    -1.039   -0.301   0.499    -0.201  


60.767   0.522    0.497    -1.041   -0.294   0.520    -0.203  


60.784   0.505    0.491    -1.044   -0.286   0.539    -0.205  


60.800   0.489    0.485    -1.046   -0.279   0.558    -0.206  


60.816   0.473    0.479    -1.049   -0.272   0.576    -0.207  


60.831   0.458    0.472    -1.051   -0.265   0.593    -0.207  


60.846   0.442    0.465    -1.052   -0.259   0.610    -0.207  


60.861   0.427    0.457    -1.054   -0.252   0.627    -0.206  


60.877   0.411    0.449    -1.055   -0.244   0.644    -0.204  


60.893   0.396    0.440    -1.057   -0.237   0.661    -0.203  


60.909   0.380    0.430    -1.058   -0.230   0.678    -0.200  


60.926   0.363    0.419    -1.059   -0.222   0.696    -0.197  


60.943   0.347    0.408    -1.060   -0.214   0.713    -0.194  


60.961   0.329    0.395    -1.061   -0.205   0.731    -0.190  


60.979   0.312    0.381    -1.061   -0.197   0.749    -0.185  


60.999   0.293    0.366    -1.061   -0.187   0.768    -0.179  


61.020   0.274    0.349    -1.061   -0.177   0.787    -0.172  


61.043   0.254    0.330    -1.061   -0.166   0.807    -0.164  


61.065   0.234    0.310    -1.060   -0.155   0.826    -0.155  


61.088   0.214    0.290    -1.058   -0.144   0.844    -0.146  


61.112   0.195    0.268    -1.057   -0.132   0.862    -0.136  


61.135   0.175    0.246    -1.055   -0.120   0.879    -0.126  


61.160   0.156    0.222    -1.052   -0.108   0.896    -0.114  


61.185   0.137    0.197    -1.048   -0.095   0.912    -0.102  


61.211   0.117    0.171    -1.044   -0.082   0.927    -0.089  


61.238   0.096    0.143    -1.039   -0.067   0.943    -0.075  


61.267   0.075    0.113    -1.033   -0.052   0.958    -0.060  


61.298   0.053    0.081    -1.026   -0.036   0.972    -0.044  


61.331   0.030    0.045    -1.016   -0.019   0.986    -0.027  


61.368   0.005    0.007    -1.005   0.001    1.000    -0.008  


61.408   -0.024   -0.036   -0.990   0.022    1.014    0.014   


61.450   -0.053   -0.080   -0.972   0.044    1.026    0.036   


61.489   -0.081   -0.121   -0.954   0.065    1.035    0.056   


61.523   -0.106   -0.157   -0.935   0.082    1.042    0.074   


61.555   -0.130   -0.189   -0.917   0.098    1.047    0.091   


61.584   -0.153   -0.218   -0.899   0.112    1.051    0.106   


61.613   -0.175   -0.245   -0.879   0.125    1.055    0.120   


61.640   -0.198   -0.271   -0.859   0.138    1.057    0.134   


61.666   -0.220   -0.295   -0.839   0.149    1.059    0.147   


61.691   -0.241   -0.318   -0.819   0.159    1.060    0.159   


61.716   -0.263   -0.339   -0.798   0.168    1.061    0.171   


61.740   -0.285   -0.359   -0.776   0.176    1.061    0.183   


61.764   -0.307   -0.377   -0.754   0.183    1.061    0.194   


61.785   -0.327   -0.393   -0.733   0.189    1.061    0.204   


61.805   -0.346   -0.407   -0.714   0.194    1.060    0.214   


61.824   -0.365   -0.421   -0.694   0.198    1.059    0.223   


61.843   -0.383   -0.432   -0.674   0.201    1.058    0.232   


61.861   -0.401   -0.443   -0.655   0.203    1.056    0.240   


61.878   -0.418   -0.453   -0.637   0.205    1.055    0.248   


61.895   -0.435   -0.461   -0.619   0.206    1.053    0.255   


61.910   -0.451   -0.469   -0.601   0.207    1.051    0.262   


61.926   -0.466   -0.476   -0.583   0.207    1.050    0.269   


61.941   -0.482   -0.483   -0.566   0.206    1.047    0.276   


61.957   -0.497   -0.489   -0.548   0.206    1.045    0.283   


61.972   -0.513   -0.494   -0.530   0.204    1.043    0.290   


61.988   -0.529   -0.499   -0.511   0.202    1.040    0.297   


62.004   -0.545   -0.504   -0.493   0.200    1.037    0.304   


62.020   -0.561   -0.508   -0.473   0.197    1.034    0.311   


62.037   -0.578   -0.511   -0.453   0.193    1.031    0.318   


62.055   -0.595   -0.514   -0.433   0.189    1.027    0.326   


62.072   -0.612   -0.517   -0.412   0.184    1.023    0.333   


62.090   -0.629   -0.519   -0.390   0.178    1.019    0.341   


62.109   -0.646   -0.520   -0.368   0.172    1.014    0.349   


62.128   -0.663   -0.521   -0.346   0.165    1.009    0.357   


62.148   -0.681   -0.521   -0.322   0.156    1.004    0.365   


62.169   -0.700   -0.521   -0.298   0.147    0.997    0.373   


62.192   -0.719   -0.519   -0.272   0.137    0.990    0.382   


62.217   -0.739   -0.517   -0.243   0.125    0.982    0.392   


62.243   -0.760   -0.514   -0.212   0.111    0.973    0.403   


62.271   -0.781   -0.509   -0.180   0.096    0.962    0.413   


62.300   -0.803   -0.504   -0.148   0.080    0.950    0.424   


62.330   -0.823   -0.497   -0.114   0.062    0.937    0.435   


62.362   -0.844   -0.489   -0.078   0.043    0.922    0.446   


62.396   -0.865   -0.480   -0.040   0.022    0.905    0.458   


62.432   -0.886   -0.469   0.000    0.000    0.886    0.469   


62.471   -0.907   -0.457   0.043    -0.024   0.863    0.481   


62.512   -0.927   -0.443   0.089    -0.049   0.838    0.492   


62.549   -0.944   -0.430   0.131    -0.071   0.813    0.500   


62.584   -0.958   -0.417   0.170    -0.091   0.789    0.507   


62.618   -0.971   -0.404   0.208    -0.109   0.763    0.513   


62.650   -0.983   -0.392   0.245    -0.126   0.738    0.517   


62.681   -0.993   -0.379   0.281    -0.141   0.712    0.520   


62.707   -1.001   -0.369   0.312    -0.153   0.689    0.521   


62.731   -1.008   -0.359   0.339    -0.162   0.668    0.521   


62.753   -1.014   -0.350   0.365    -0.171   0.649    0.521   


62.774   -1.019   -0.341   0.390    -0.178   0.629    0.519   


62.795   -1.024   -0.332   0.415    -0.185   0.609    0.517   


62.815   -1.028   -0.324   0.438    -0.190   0.590    0.514   


62.834   -1.032   -0.316   0.461    -0.195   0.571    0.510   


62.852   -1.036   -0.308   0.483    -0.198   0.553    0.506   


62.870   -1.039   -0.300   0.504    -0.201   0.535    0.501   


62.887   -1.042   -0.292   0.524    -0.204   0.518    0.496   


62.904   -1.045   -0.285   0.543    -0.205   0.501    0.490   


62.920   -1.047   -0.278   0.562    -0.206   0.485    0.484   


62.936   -1.049   -0.271   0.580    -0.207   0.469    0.477   


62.951   -1.051   -0.264   0.598    -0.207   0.453    0.470   


62.967   -1.053   -0.257   0.615    -0.206   0.438    0.463   


62.982   -1.054   -0.250   0.632    -0.205   0.422    0.455   


62.998   -1.056   -0.242   0.649    -0.204   0.407    0.446   


63.014   -1.057   -0.235   0.667    -0.202   0.391    0.437   


63.031   -1.058   -0.227   0.684    -0.199   0.374    0.427   


63.048   -1.059   -0.219   0.702    -0.196   0.358    0.416   


63.065   -1.060   -0.211   0.720    -0.192   0.341    0.403   


63.084   -1.061   -0.202   0.738    -0.188   0.323    0.390   


63.103   -1.061   -0.193   0.756    -0.183   0.305    0.376   


63.123   -1.061   -0.183   0.775    -0.176   0.286    0.360   


63.145   -1.061   -0.173   0.795    -0.169   0.266    0.342   


63.168   -1.060   -0.162   0.815    -0.161   0.246    0.322   


63.191   -1.059   -0.150   0.834    -0.152   0.226    0.302   


63.215   -1.058   -0.139   0.852    -0.142   0.206    0.281   


63.238   -1.056   -0.127   0.869    -0.132   0.186    0.259   


63.262   -1.053   -0.115   0.887    -0.121   0.167    0.235   


63.287   -1.050   -0.102   0.903    -0.109   0.147    0.211   


63.313   -1.047   -0.089   0.919    -0.096   0.127    0.185   


63.340   -1.042   -0.075   0.935    -0.083   0.107    0.158   


63.369   -1.036   -0.060   0.950    -0.068   0.086    0.128   


63.399   -1.029   -0.044   0.965    -0.053   0.065    0.097   


63.431   -1.021   -0.027   0.979    -0.036   0.042    0.063   


63.466   -1.011   -0.009   0.994    -0.017   0.017    0.026   


63.505   -0.997   0.012    1.007    0.003    -0.010   -0.015  


63.546   -0.981   0.034    1.020    0.026    -0.039   -0.059  


63.587   -0.962   0.055    1.031    0.047    -0.068   -0.102  


63.624   -0.944   0.074    1.039    0.066    -0.095   -0.141  


63.657   -0.925   0.091    1.045    0.084    -0.120   -0.175  


63.688   -0.907   0.106    1.050    0.099    -0.143   -0.205  


63.717   -0.887   0.120    1.053    0.114    -0.166   -0.234  


63.746   -0.867   0.133    1.056    0.129    -0.189   -0.262  


63.773   -0.847   0.145    1.058    0.142    -0.212   -0.287  


63.799   -0.826   0.155    1.060    0.155    -0.234   -0.310  


63.824   -0.805   0.165    1.061    0.167    -0.256   -0.332  


63.848   -0.783   0.173    1.061    0.179    -0.278   -0.352  


63.873   -0.761   0.181    1.061    0.191    -0.300   -0.372  


63.895   -0.740   0.187    1.061    0.201    -0.321   -0.388  


63.915   -0.720   0.192    1.060    0.211    -0.340   -0.403  


63.935   -0.699   0.197    1.059    0.220    -0.360   -0.417  


63.955   -0.679   0.200    1.058    0.229    -0.379   -0.429  


63.973   -0.660   0.203    1.057    0.238    -0.397   -0.440  


63.990   -0.641   0.205    1.055    0.246    -0.414   -0.450  


64.007   -0.623   0.206    1.054    0.253    -0.431   -0.459  


64.023   -0.604   0.207    1.052    0.261    -0.447   -0.467  


64.039   -0.587   0.207    1.050    0.268    -0.463   -0.475  


64.055   -0.569   0.207    1.048    0.275    -0.479   -0.481  


64.070   -0.551   0.206    1.046    0.282    -0.495   -0.488  


64.086   -0.533   0.204    1.043    0.289    -0.510   -0.493  


64.102   -0.514   0.203    1.041    0.296    -0.526   -0.498  


64.118   -0.495   0.200    1.038    0.303    -0.542   -0.503  


64.134   -0.476   0.197    1.035    0.310    -0.559   -0.507  


64.151   -0.456   0.194    1.031    0.317    -0.576   -0.511  


64.169   -0.435   0.189    1.028    0.325    -0.593   -0.514  


64.187   -0.414   0.184    1.024    0.332    -0.610   -0.517  


64.205   -0.392   0.179    1.020    0.340    -0.627   -0.519  


64.224   -0.370   0.172    1.015    0.348    -0.645   -0.520  


64.243   -0.347   0.165    1.010    0.356    -0.662   -0.521  


64.263   -0.324   0.157    1.004    0.364    -0.680   -0.521  


64.284   -0.299   0.148    0.998    0.373    -0.699   -0.521  


64.307   -0.273   0.137    0.991    0.382    -0.718   -0.519  


64.332   -0.244   0.125    0.982    0.392    -0.739   -0.517  


64.359   -0.213   0.111    0.973    0.402    -0.760   -0.514  


64.387   -0.181   0.096    0.962    0.413    -0.781   -0.509  


64.417   -0.148   0.080    0.950    0.424    -0.803   -0.504  


64.447   -0.113   0.062    0.937    0.435    -0.824   -0.497  


64.479   -0.077   0.042    0.922    0.446    -0.845   -0.489  


64.514   -0.039   0.022    0.905    0.458    -0.866   -0.479  


64.550   0.002    -0.001   0.885    0.470    -0.887   -0.469  


64.590   0.046    -0.025   0.862    0.481    -0.908   -0.456  


64.631   0.092    -0.050   0.836    0.492    -0.928   -0.442  


64.669   0.134    -0.073   0.811    0.501    -0.945   -0.429  
